MANDT,MATNR,SPRAS,MAKTX,MAKTG
100,MAT0001505,F,Self-enabling user-facing time-frame,SELF-ENABLING USER-FACING TIME-FRAME
100,MAT0000227,P,Re-engineered value-added throughput,RE-ENGINEERED VALUE-ADDED THROUGHPUT
100,MAT0000761,E,Compatible bi-directional extranet,COMPATIBLE BI-DIRECTIONAL EXTRANET
100,MAT0000864,D,Multi-channeled dedicated access,MULTI-CHANNELED DEDICATED ACCESS
100,MAT0001529,F,Ergonomic zero administration matrix,ERGONOMIC ZERO ADMINISTRATION MATRIX
100,MAT0001359,E,Le droit d'évoluer sans soucis,LE DROIT D'ÉVOLUER SANS SOUCIS
100,MAT0001108,P,O prazer de realizar seus sonhos direto ,O PRAZER DE REALIZAR SEUS SONHOS DIRETO
100,MAT0001420,D,Le plaisir d'avancer plus rapidement,LE PLAISIR D'AVANCER PLUS RAPIDEMENT
100,MAT0001887,J,Managed attitude-oriented core,MANAGED ATTITUDE-ORIENTED CORE
100,MAT0000581,D,L'assurance d'avancer de manière sûre,L'ASSURANCE D'AVANCER DE MANIÈRE SÛRE
100,MAT0001147,E,Compatible attitude-oriented application,COMPATIBLE ATTITUDE-ORIENTED APPLICATION
100,MAT0000390,D,Multi-lateral human-resource artificial ,MULTI-LATERAL HUMAN-RESOURCE ARTIFICIAL
100,MAT0001137,F,A vantagem de concretizar seus projetos ,A VANTAGEM DE CONCRETIZAR SEUS PROJETOS
100,MAT0000542,J,Devolved content-based hardware,DEVOLVED CONTENT-BASED HARDWARE
100,MAT0001104,E,Le droit de concrétiser vos projets à l',LE DROIT DE CONCRÉTISER VOS PROJETS À L'
100,MAT0001586,D,User-centric solution-oriented Graphic I,USER-CENTRIC SOLUTION-ORIENTED GRAPHIC I
100,MAT0000981,F,Right-sized optimal moratorium   ,RIGHT-SIZED OPTIMAL MORATORIUM
100,MAT0000198,F,Vision-oriented directional hierarchy,VISION-ORIENTED DIRECTIONAL HIERARCHY
100,MAT0000680,F,Stand-alone heuristic superstructure,STAND-ALONE HEURISTIC SUPERSTRUCTURE
100,MAT0001558,J,Multi-channeled real-time Graphical User,MULTI-CHANNELED REAL-TIME GRAPHICAL USER
100,MAT0000520,F,A certeza de inovar mais facilmente   ,A CERTEZA DE INOVAR MAIS FACILMENTE
100,MAT0001870,J,O conforto de realizar seus sonhos diret,O CONFORTO DE REALIZAR SEUS SONHOS DIRET
100,MAT0001293,F,Triple-buffered zero tolerance project,TRIPLE-BUFFERED ZERO TOLERANCE PROJECT
100,MAT0000220,F,La possibilité d'innover avant-tout,LA POSSIBILITÉ D'INNOVER AVANT-TOUT
100,MAT0000171,F,Vision-oriented incremental infrastructu,VISION-ORIENTED INCREMENTAL INFRASTRUCTU
100,MAT0001911,F,Diverse 6thgeneration parallelism,DIVERSE 6THGENERATION PARALLELISM
100,MAT0000583,F,Customer-focused 3rdgeneration benchmark   ,CUSTOMER-FOCUSED 3RDGENERATION BENCHMARK
100,MAT0000321,J,Operative asymmetric solution,OPERATIVE ASYMMETRIC SOLUTION
100,MAT0001681,F,Profit-focused zero tolerance secured li,PROFIT-FOCUSED ZERO TOLERANCE SECURED LI
100,MAT0001926,P,Optional multi-tasking product,OPTIONAL MULTI-TASKING PRODUCT
100,MAT0001540,E,Stand-alone multi-tasking benchmark,STAND-ALONE MULTI-TASKING BENCHMARK
100,MAT0000826,E,Polarized maximized utilization,POLARIZED MAXIMIZED UTILIZATION
100,MAT0000638,D,Optimized radical website,OPTIMIZED RADICAL WEBSITE
100,MAT0001780,J,Virtual needs-based analyzer,VIRTUAL NEEDS-BASED ANALYZER
100,MAT0001072,P,Monitored coherent monitoring,MONITORED COHERENT MONITORING
100,MAT0001400,P,Team-oriented systematic instruction set,TEAM-ORIENTED SYSTEMATIC INSTRUCTION SET
100,MAT0000772,F,Cross-platform solution-oriented install,CROSS-PLATFORM SOLUTION-ORIENTED INSTALL
100,MAT0001072,J,Focused global benchmark,FOCUSED GLOBAL BENCHMARK
100,MAT0000310,D,Operative demand-driven Graphic Interfac,OPERATIVE DEMAND-DRIVEN GRAPHIC INTERFAC
100,MAT0001073,D,Reverse-engineered fault-tolerant throug,REVERSE-ENGINEERED FAULT-TOLERANT THROUG
100,MAT0000073,F,Cross-group intangible Graphic Interface,CROSS-GROUP INTANGIBLE GRAPHIC INTERFACE
100,MAT0001007,F,La liberté d'innover plus facilement,LA LIBERTÉ D'INNOVER PLUS FACILEMENT
100,MAT0000516,E,Universal attitude-oriented software,UNIVERSAL ATTITUDE-ORIENTED SOFTWARE
100,MAT0001545,F,Fully-configurable human-resource standa,FULLY-CONFIGURABLE HUMAN-RESOURCE STANDA
100,MAT0000672,J,Le pouvoir d'avancer à l'état pur,LE POUVOIR D'AVANCER À L'ÉTAT PUR
100,MAT0001546,F,O conforto de inovar sem preocupação   ,O CONFORTO DE INOVAR SEM PREOCUPAÇÃO
100,MAT0001672,P,A possibilidade de ganhar naturalmente,A POSSIBILIDADE DE GANHAR NATURALMENTE
100,MAT0000957,E,Self-enabling stable framework   ,SELF-ENABLING STABLE FRAMEWORK
100,MAT0001170,J,Reactive modular circuit,REACTIVE MODULAR CIRCUIT
100,MAT0001227,F,La liberté de louer en toute tranquilité,LA LIBERTÉ DE LOUER EN TOUTE TRANQUILITÉ
100,MAT0001569,F,Robust user-facing emulation,ROBUST USER-FACING EMULATION
100,MAT0001904,J,Customer-focused needs-based process imp,CUSTOMER-FOCUSED NEEDS-BASED PROCESS IMP
100,MAT0000935,P,Fully-configurable bandwidth-monitored s   ,FULLY-CONFIGURABLE BANDWIDTH-MONITORED S
100,MAT0000344,F,Universal asymmetric architecture,UNIVERSAL ASYMMETRIC ARCHITECTURE
100,MAT0001204,F,Distributed didactic complexity,DISTRIBUTED DIDACTIC COMPLEXITY
100,MAT0000566,P,Face-to-face discrete software,FACE-TO-FACE DISCRETE SOFTWARE
100,MAT0000086,P,Monitored intangible emulation,MONITORED INTANGIBLE EMULATION
100,MAT0001051,P,Programmable 5thgeneration capability,PROGRAMMABLE 5THGENERATION CAPABILITY
100,MAT0001958,P,Cross-group content-based contingency,CROSS-GROUP CONTENT-BASED CONTINGENCY
100,MAT0000437,J,O direito de avançar mais facilmente,O DIREITO DE AVANÇAR MAIS FACILMENTE
100,MAT0000939,D,Business-focused tangible approach,BUSINESS-FOCUSED TANGIBLE APPROACH
100,MAT0000790,J,A segurança de concretizar seus projetos,A SEGURANÇA DE CONCRETIZAR SEUS PROJETOS
100,MAT0000404,J,Re-contextualized needs-based hardware,RE-CONTEXTUALIZED NEEDS-BASED HARDWARE
100,MAT0001046,P,Triple-buffered asynchronous secured lin   ,TRIPLE-BUFFERED ASYNCHRONOUS SECURED LIN
100,MAT0000122,D,Decentralized client-server throughput,DECENTRALIZED CLIENT-SERVER THROUGHPUT
100,MAT0001232,J,Organic actuating task-force,ORGANIC ACTUATING TASK-FORCE
100,MAT0001204,E,Front-line human-resource projection,FRONT-LINE HUMAN-RESOURCE PROJECTION
100,MAT0001119,D,O poder de atingir seus objetivos de man,O PODER DE ATINGIR SEUS OBJETIVOS DE MAN
100,MAT0000239,D,Diverse exuding structure,DIVERSE EXUDING STRUCTURE
100,MAT0000626,J,Business-focused intermediate installati   ,BUSINESS-FOCUSED INTERMEDIATE INSTALLATI
100,MAT0000425,F,Customer-focused local database,CUSTOMER-FOCUSED LOCAL DATABASE
100,MAT0000695,P,Multi-layered bifurcated support,MULTI-LAYERED BIFURCATED SUPPORT
100,MAT0000431,P,A simplicidade de ganhar simplesmente,A SIMPLICIDADE DE GANHAR SIMPLESMENTE
100,MAT0000924,D,A liberdade de evoluir mais rapidamente   ,A LIBERDADE DE EVOLUIR MAIS RAPIDAMENTE
100,MAT0001438,F,Fully-configurable regional open archite,FULLY-CONFIGURABLE REGIONAL OPEN ARCHITE
100,MAT0000751,J,Integrated responsive function,INTEGRATED RESPONSIVE FUNCTION
100,MAT0000599,F,Business-focused directional paradigm,BUSINESS-FOCUSED DIRECTIONAL PARADIGM
200,MAT0001807,P,Triple-buffered eco-centric capacity   ,TRIPLE-BUFFERED ECO-CENTRIC CAPACITY
100,MAT0001399,F,De-engineered 6thgeneration conglomerati,DE-ENGINEERED 6THGENERATION CONGLOMERATI
100,MAT0000406,P,Open-architected needs-based alliance   ,OPEN-ARCHITECTED NEEDS-BASED ALLIANCE
100,MAT0000892,J,A possibilidade de ganhar em estado puro,A POSSIBILIDADE DE GANHAR EM ESTADO PURO
100,MAT0001567,E,A certeza de concretizar seus projetos s   ,A CERTEZA DE CONCRETIZAR SEUS PROJETOS S
100,MAT0000757,J,Stand-alone motivating interface,STAND-ALONE MOTIVATING INTERFACE
100,MAT0001385,J,Ameliorated didactic task-force,AMELIORATED DIDACTIC TASK-FORCE
100,MAT0001693,E,Right-sized asynchronous intranet,RIGHT-SIZED ASYNCHRONOUS INTRANET
100,MAT0000918,J,Multi-channeled modular functionalities,MULTI-CHANNELED MODULAR FUNCTIONALITIES
100,MAT0001846,F,O prazer de conseguir simplesmente,O PRAZER DE CONSEGUIR SIMPLESMENTE
100,MAT0001807,P,Versatile object-oriented monitoring   ,VERSATILE OBJECT-ORIENTED MONITORING
100,MAT0000523,F,Organized contextually-based standardiza,ORGANIZED CONTEXTUALLY-BASED STANDARDIZA
100,MAT0000928,P,La liberté de concrétiser vos projets na,LA LIBERTÉ DE CONCRÉTISER VOS PROJETS NA
100,MAT0001366,P,Inverse fault-tolerant superstructure,INVERSE FAULT-TOLERANT SUPERSTRUCTURE
100,MAT0001128,P,Inverse 6thgeneration adapter,INVERSE 6THGENERATION ADAPTER
100,MAT0001090,E,Focused dynamic collaboration,FOCUSED DYNAMIC COLLABORATION
100,MAT0000317,E,Enhanced tangible complexity,ENHANCED TANGIBLE COMPLEXITY
100,MAT0000646,E,Centralized well-modulated frame   ,CENTRALIZED WELL-MODULATED FRAME
100,MZ-TG-A25,P,User-friendly transitional toolset,USER-FRIENDLY TRANSITIONAL TOOLSET
100,MAT0001587,E,A simplicidade de inovar mais rapidament,A SIMPLICIDADE DE INOVAR MAIS RAPIDAMENT
100,MAT0000640,E,Le confort d'atteindre vos buts à la poi,LE CONFORT D'ATTEINDRE VOS BUTS À LA POI
100,MAT0000351,P,Digitized analyzing benchmark,DIGITIZED ANALYZING BENCHMARK
100,MAT0000618,P,Phased context-sensitive archive   ,PHASED CONTEXT-SENSITIVE ARCHIVE
100,MAT0001652,E,Profound grid-enabled policy   ,PROFOUND GRID-ENABLED POLICY
100,MAT0001678,P,L'avantage de rouler avant-tout,L'AVANTAGE DE ROULER AVANT-TOUT
100,MAT0000270,F,Monitored systemic capacity   ,MONITORED SYSTEMIC CAPACITY
100,MAT0000541,E,Pre-emptive empowering contingency,PRE-EMPTIVE EMPOWERING CONTINGENCY
100,MAT0000351,F,Team-oriented content-based attitude,TEAM-ORIENTED CONTENT-BASED ATTITUDE
100,MAT0000693,P,L'assurance de louer à l'état pur   ,L'ASSURANCE DE LOUER À L'ÉTAT PUR
100,MAT0001635,J,Cross-platform uniform structure   ,CROSS-PLATFORM UNIFORM STRUCTURE
100,MAT0000887,D,Multi-layered composite toolset,MULTI-LAYERED COMPOSITE TOOLSET
100,MAT0000521,P,Object-based next generation paradigm,OBJECT-BASED NEXT GENERATION PARADIGM
100,MAT0000945,P,Upgradable 6thgeneration circuit,UPGRADABLE 6THGENERATION CIRCUIT
100,MAT0001028,P,Le confort d'innover à la pointe,LE CONFORT D'INNOVER À LA POINTE
100,MAT0001633,D,L'assurance de concrétiser vos projets d,L'ASSURANCE DE CONCRÉTISER VOS PROJETS D
100,MAT0001531,P,A vantagem de atingir seus objetivos mai,A VANTAGEM DE ATINGIR SEUS OBJETIVOS MAI
100,MAT0000182,D,Assimilated multimedia application   ,ASSIMILATED MULTIMEDIA APPLICATION
100,MAT0000673,J,Le droit de changer à l'état pur,LE DROIT DE CHANGER À L'ÉTAT PUR
100,MAT0000571,P,O conforto de avançar mais rapidamente,O CONFORTO DE AVANÇAR MAIS RAPIDAMENTE
100,MAT0001281,J,La liberté d'innover sans soucis   ,LA LIBERTÉ D'INNOVER SANS SOUCIS
100,MAT0000695,P,Balanced encompassing implementation,BALANCED ENCOMPASSING IMPLEMENTATION
100,MAT0000765,E,Grass-roots fault-tolerant policy,GRASS-ROOTS FAULT-TOLERANT POLICY
100,MAT0000444,F,Function-based eco-centric collaboration,FUNCTION-BASED ECO-CENTRIC COLLABORATION
100,MAT0001066,J,L'avantage de rouler à sa source,L'AVANTAGE DE ROULER À SA SOURCE
100,MAT0001325,D,Automated executive encoding,AUTOMATED EXECUTIVE ENCODING
100,MAT0000933,J,Customer-focused coherent budgetary mana,CUSTOMER-FOCUSED COHERENT BUDGETARY MANA
100,MAT0000481,E,Multi-tiered systemic hierarchy,MULTI-TIERED SYSTEMIC HIERARCHY
100,MAT0001705,F,Programmable local workforce,PROGRAMMABLE LOCAL WORKFORCE
100,MAT0000991,F,Business-focused incremental contingency,BUSINESS-FOCUSED INCREMENTAL CONTINGENCY
100,MAT0000569,F,L'art de rouler sans soucis,L'ART DE ROULER SANS SOUCIS
100,MAT0001680,E,Exclusive neutral knowledgebase,EXCLUSIVE NEUTRAL KNOWLEDGEBASE
100,MAT0000277,F,Persevering stable neural-net,PERSEVERING STABLE NEURAL-NET
100,MAT0001706,F,Synergistic disintermediate paradigm,SYNERGISTIC DISINTERMEDIATE PARADIGM
100,MAT0001880,E,Switchable directional hierarchy,SWITCHABLE DIRECTIONAL HIERARCHY
100,MAT0000682,D,Progressive didactic standardization,PROGRESSIVE DIDACTIC STANDARDIZATION
100,MAT0001775,F,Mandatory impactful emulation,MANDATORY IMPACTFUL EMULATION
100,MAT0001173,D,Up-sized impactful info-mediaries,UP-SIZED IMPACTFUL INFO-MEDIARIES
100,MAT0001153,F,Multi-layered empowering challenge   ,MULTI-LAYERED EMPOWERING CHALLENGE
100,MAT0001360,D,Secured motivating throughput   ,SECURED MOTIVATING THROUGHPUT
100,MAT0001821,D,Advanced composite infrastructure   ,ADVANCED COMPOSITE INFRASTRUCTURE
100,MAT0000438,P,Realigned asymmetric concept,REALIGNED ASYMMETRIC CONCEPT
100,MAT0000032,E,L'art d'atteindre vos buts autrement,L'ART D'ATTEINDRE VOS BUTS AUTREMENT
100,MAT0000110,E,Le plaisir d'innover à sa source,LE PLAISIR D'INNOVER À SA SOURCE
100,MAT0000902,D,Future-proofed zero-defect framework,FUTURE-PROOFED ZERO-DEFECT FRAMEWORK
100,MAT0000986,F,Exclusive bandwidth-monitored process im   ,EXCLUSIVE BANDWIDTH-MONITORED PROCESS IM
100,MAT0001060,F,La liberté de concrétiser vos projets na   ,LA LIBERTÉ DE CONCRÉTISER VOS PROJETS NA
100,MAT0000110,F,Optimized neutral collaboration,OPTIMIZED NEUTRAL COLLABORATION
100,MAT0001548,P,Face-to-face human-resource open system,FACE-TO-FACE HUMAN-RESOURCE OPEN SYSTEM
100,MAT0000610,E,A segurança de mudar direto da fonte,A SEGURANÇA DE MUDAR DIRETO DA FONTE
100,MAT0001852,E,A possibilidade de realizar seus sonhos    ,A POSSIBILIDADE DE REALIZAR SEUS SONHOS
100,MAT0000215,E,Optional well-modulated core   ,OPTIONAL WELL-MODULATED CORE
100,MAT0001176,F,Face-to-face didactic artificial intelli,FACE-TO-FACE DIDACTIC ARTIFICIAL INTELLI
100,MAT0000280,J,Reactive explicit frame,REACTIVE EXPLICIT FRAME
100,MAT0000497,D,O prazer de ganhar em estado puro,O PRAZER DE GANHAR EM ESTADO PURO
100,MAT0000062,E,Virtual neutral Internet solution,VIRTUAL NEUTRAL INTERNET SOLUTION
100,MAT0000737,D,Stand-alone static functionalities,STAND-ALONE STATIC FUNCTIONALITIES
100,MAT0001411,P,Compatible system-worthy architecture,COMPATIBLE SYSTEM-WORTHY ARCHITECTURE
100,MAT0000365,P,Future-proofed content-based array,FUTURE-PROOFED CONTENT-BASED ARRAY
100,MAT0001253,J,Inverse bifurcated groupware,INVERSE BIFURCATED GROUPWARE
100,MAT0000663,J,Virtual asynchronous parallelism,VIRTUAL ASYNCHRONOUS PARALLELISM
100,MAT0001279,D,Quality-focused multi-tasking intranet,QUALITY-FOCUSED MULTI-TASKING INTRANET
100,MAT0000960,J,Vision-oriented content-based function,VISION-ORIENTED CONTENT-BASED FUNCTION
100,MAT0000075,J,Polarized foreground productivity,POLARIZED FOREGROUND PRODUCTIVITY
100,MAT0001954,J,Open-source encompassing flexibility,OPEN-SOURCE ENCOMPASSING FLEXIBILITY
100,MAT0001801,J,Le pouvoir de concrétiser vos projets pl,LE POUVOIR DE CONCRÉTISER VOS PROJETS PL
100,MAT0000291,F,Reverse-engineered 3rdgeneration matrice,REVERSE-ENGINEERED 3RDGENERATION MATRICE
100,MAT0000318,P,Robust transitional collaboration,ROBUST TRANSITIONAL COLLABORATION
100,MAT0001639,J,Synchronized asymmetric framework,SYNCHRONIZED ASYMMETRIC FRAMEWORK
100,MAT0000173,J,L'avantage d'innover à la pointe   ,L'AVANTAGE D'INNOVER À LA POINTE
100,MAT0001379,F,Persevering executive hierarchy,PERSEVERING EXECUTIVE HIERARCHY
100,MAT0000628,D,L'avantage d'innover plus rapidement,L'AVANTAGE D'INNOVER PLUS RAPIDEMENT
100,MAT0000678,J,Seamless clear-thinking core,SEAMLESS CLEAR-THINKING CORE
100,MAT0001770,D,Exclusive impactful Internet solution,EXCLUSIVE IMPACTFUL INTERNET SOLUTION
100,MAT0001608,E,Organized non-volatile open system   ,ORGANIZED NON-VOLATILE OPEN SYSTEM
100,MAT0001517,F,Enhanced bi-directional workforce,ENHANCED BI-DIRECTIONAL WORKFORCE
100,MAT0000315,E,Exclusive logistical application,EXCLUSIVE LOGISTICAL APPLICATION
100,MAT0000126,P,A possibilidade de mudar sem preocupação,A POSSIBILIDADE DE MUDAR SEM PREOCUPAÇÃO
100,MAT0000078,J,Le pouvoir de changer de manière sûre,LE POUVOIR DE CHANGER DE MANIÈRE SÛRE
100,MAT0000826,J,O direito de realizar seus sonhos em est,O DIREITO DE REALIZAR SEUS SONHOS EM EST
100,MAT0001388,P,Progressive optimizing approach,PROGRESSIVE OPTIMIZING APPROACH
100,MAT0001781,F,A liberdade de ganhar sem preocupação,A LIBERDADE DE GANHAR SEM PREOCUPAÇÃO
100,MAT0000132,F,A certeza de concretizar seus projetos c   ,A CERTEZA DE CONCRETIZAR SEUS PROJETOS C
100,MAT0000795,D,Total incremental Graphical User Interfa,TOTAL INCREMENTAL GRAPHICAL USER INTERFA
100,MAT0000228,P,L'art d'avancer à sa source   ,L'ART D'AVANCER À SA SOURCE
100,MAT0000554,F,O direito de ganhar com confiança   ,O DIREITO DE GANHAR COM CONFIANÇA
100,MAT0001811,E,La possibilité d'évoluer plus facilement,LA POSSIBILITÉ D'ÉVOLUER PLUS FACILEMENT
100,MAT0000065,F,A certeza de inovar simplesmente,A CERTEZA DE INOVAR SIMPLESMENTE
100,MAT0000354,P,L'art d'innover en toute tranquilité,L'ART D'INNOVER EN TOUTE TRANQUILITÉ
100,MAT0000728,D,Triple-buffered asymmetric product,TRIPLE-BUFFERED ASYMMETRIC PRODUCT
100,MAT0001951,D,Reverse-engineered zero administration t,REVERSE-ENGINEERED ZERO ADMINISTRATION T
100,MAT0001433,J,Synchronized multimedia initiative,SYNCHRONIZED MULTIMEDIA INITIATIVE
100,MAT0001363,D,Diverse needs-based pricing structure,DIVERSE NEEDS-BASED PRICING STRUCTURE
100,MAT0000692,J,Synergistic leadingedge flexibility,SYNERGISTIC LEADINGEDGE FLEXIBILITY
100,MAT0001775,P,Face-to-face systemic architecture,FACE-TO-FACE SYSTEMIC ARCHITECTURE
100,MAT0001233,F,Horizontal 5thgeneration process improve   ,HORIZONTAL 5THGENERATION PROCESS IMPROVE
100,MAT0001653,P,Open-source global solution,OPEN-SOURCE GLOBAL SOLUTION
100,MAT0000671,D,Robust multi-state conglomeration,ROBUST MULTI-STATE CONGLOMERATION
100,MAT0001906,J,Future-proofed grid-enabled focus group,FUTURE-PROOFED GRID-ENABLED FOCUS GROUP
100,MAT0001488,D,Realigned hybrid approach,REALIGNED HYBRID APPROACH
100,MAT0000566,D,O direito de mudar com força total,O DIREITO DE MUDAR COM FORÇA TOTAL
100,MAT0000069,F,Digitized impactful database,DIGITIZED IMPACTFUL DATABASE
100,MAT0000654,D,Multi-layered full-range open architectu,MULTI-LAYERED FULL-RANGE OPEN ARCHITECTU
100,MAT0000114,P,A arte de concretizar seus projetos com ,A ARTE DE CONCRETIZAR SEUS PROJETOS COM
100,MAT0000147,J,Secured fault-tolerant collaboration,SECURED FAULT-TOLERANT COLLABORATION
100,MAT0000253,P,Cross-platform leadingedge extranet,CROSS-PLATFORM LEADINGEDGE EXTRANET
100,MAT0000916,P,Re-engineered impactful interface,RE-ENGINEERED IMPACTFUL INTERFACE
100,MAT0000020,P,Enhanced discrete forecast,ENHANCED DISCRETE FORECAST
100,MAT0001652,D,Monitored bandwidth-monitored flexibilit,MONITORED BANDWIDTH-MONITORED FLEXIBILIT
100,MAT0001458,D,Virtual fresh-thinking artificial intell,VIRTUAL FRESH-THINKING ARTIFICIAL INTELL
100,MAT0001505,F,Object-based directional neural-net,OBJECT-BASED DIRECTIONAL NEURAL-NET
100,MAT0000160,E,A arte de ganhar com força total,A ARTE DE GANHAR COM FORÇA TOTAL
100,MAT0001073,E,Le pouvoir d'innover de manière efficace,LE POUVOIR D'INNOVER DE MANIÈRE EFFICACE
100,MAT0001743,F,Le pouvoir d'atteindre vos buts à la poi,LE POUVOIR D'ATTEINDRE VOS BUTS À LA POI
100,MAT0001194,D,Stand-alone stable middleware,STAND-ALONE STABLE MIDDLEWARE
100,MAT0000326,F,Multi-channeled logistical database,MULTI-CHANNELED LOGISTICAL DATABASE
100,MAT0000548,P,Le droit de louer à la pointe,LE DROIT DE LOUER À LA POINTE
100,MAT0000321,D,A segurança de mudar de maneira eficaz,A SEGURANÇA DE MUDAR DE MANEIRA EFICAZ
100,MAT0001799,P,A liberdade de atingir seus objetivos na,A LIBERDADE DE ATINGIR SEUS OBJETIVOS NA
100,MAT0000673,D,Quality-focused reciprocal secured line,QUALITY-FOCUSED RECIPROCAL SECURED LINE
100,MAT0000709,J,Le droit d'innover à l'état pur,LE DROIT D'INNOVER À L'ÉTAT PUR
100,MAT0001597,P,De-engineered well-modulated model,DE-ENGINEERED WELL-MODULATED MODEL
100,MAT0001329,J,A simplicidade de realizar seus sonhos d,A SIMPLICIDADE DE REALIZAR SEUS SONHOS D
100,MAT0000101,D,A vantagem de evoluir sem preocupação,A VANTAGEM DE EVOLUIR SEM PREOCUPAÇÃO
100,MAT0000878,F,O conforto de realizar seus sonhos simpl,O CONFORTO DE REALIZAR SEUS SONHOS SIMPL
100,MAT0001067,E,Le pouvoir d'évoluer plus rapidement,LE POUVOIR D'ÉVOLUER PLUS RAPIDEMENT
100,MAT0000712,F,Digitized fault-tolerant artificial inte,DIGITIZED FAULT-TOLERANT ARTIFICIAL INTE
100,MAT0000050,E,O conforto de evoluir de maneira eficaz,O CONFORTO DE EVOLUIR DE MANEIRA EFICAZ
100,MAT0001317,J,Business-focused zero-defect focus group,BUSINESS-FOCUSED ZERO-DEFECT FOCUS GROUP
100,MAT0001957,J,Team-oriented user-facing interface   ,TEAM-ORIENTED USER-FACING INTERFACE
100,MAT0000066,J,Le confort d'évoluer à la pointe,LE CONFORT D'ÉVOLUER À LA POINTE
100,MAT0000308,D,Stand-alone national ability,STAND-ALONE NATIONAL ABILITY
100,MAT0000783,P,Profound even-keeled project,PROFOUND EVEN-KEELED PROJECT
100,MAT0001227,E,Le droit d'innover à la pointe,LE DROIT D'INNOVER À LA POINTE
